helpu'r	23322
dibynnu	23314
lefelau	23310
adref	23247
prynhawn	23210
ai	23205
cyhoedd	23204
cefnogaeth	23200
galed	23173
ymddangos	23171
galw	23140
cyhoeddus	23125
draw	23019
fwyd	22990
cinio	22989
tir	22988
economaidd	22986
brawddegau	22940
llygaid	22888
adeg	22858
bywydau	22788
miliwn	22749
cryf	22700
ariannol	22640
lles	22622
ymarferol	22555
dioddef	22535
adrodd	22506
cynhyrchu	22493
hyrwyddo	22436
cyfrannu	22403
addasu	22382
ynghyd	22378
o'u	22376
gweler	22272
negyddol	22250
cymdeithas	22238
mas	22177
gyfan	22144
profiadau	22133
chreu	22119
rhydd	22112
lafar	22096
cwrdd	22075
gynradd	22050
haul	22022
roedden	21911
ffurfio	21808
profi	21796
problem	21793
gefnogi	21753
creadigol	21739
testun	21707
uned	21692
ofn	21683
fyddaf	21672
tai	21663
coch	21625
Dafydd	21609
polisi	21585
genedlaethol	21538
bersonol	21531
oriau	21530
ffactorau	21506
farn	21487
diddorol	21481
osgoi	21459
broblemau	21447
Prydain	21345
yfory	21311
Lloegr	21293
bresennol	21292
mater	21280
gwyliau	21250
caiff	21231
digidol	21227
cymaint	21227
seiliedig	21203
ofalus	21201
ffôn	21097
pwrpas	21068
gyffredinol	21064
prynu	21056
strategaeth	21024
tywydd	21006
neu'r	20978
maint	20934
eglwys	20911
sioe	20910
camau	20886
effeithiau	20825
sylwadau	20820
ddosbarth	20812
dulliau	20805
amcanion	20804
adolygu	20803
barhau	20745
arddangos	20709
rygbi	20680
gasglu	20676
awdur	20616
canlyniad	20584
siawns	20583
materion	20544
leiaf	20531
tabl	20529
corfforol	20529
mynychu	20515
lliwiau	20502
strwythur	20485
pwysau	20449
ymestyn	20408
gwerthu	20404
tebyg	20397
daflen	20388
allai	20369
dewch	20327
trio	20315
uniongyrchol	20288
celf	20282
clir	20268
ganrif	20242
angenrheidiol	20217
marw	20173
rwyt	20155
gogledd	20148
dystiolaeth	20097
targedau	20083
galon	20080
dad	20038
haws	19990
cynlluniau	19989
anghywir	19964
allwch	19963
gwefan	19962
elfennau	19928
golau	19921
wych	19892
ymchwiliad	19886
gwerth	19872
rheolau	19868
cerddoriaeth	19864
glas	19855
pŵer	19840
orffen	19838
ymdrech	19828
bai	19809
dydw	19794
ddechrau'r	19705
yma'n	19691
llais	19676
posib	19665
meini	19637
dro	19629
ffrind	19606
imi	19574
technoleg	19573
gymaint	19527
ganolfan	19516
coleg	19485
arweinydd	19440
canol	19428
swyddog	19424
adeilad	19421
tyfu	19318
ddiweddar	19306
werth	19291
fframwaith	19269
gorffennol	19267
fam	19267
blaid	19219
ddiddorol	19185
afon	19180
bennaf	19139
troi	19135
unigryw	19113
cofiwch	19110
byddai'r	18972
fodlon	18941
cynradd	18940
hynny'n	18937
bwriad	18913
gofynion	18912
ambell	18909
eisoes	18867
safbwynt	18852
achosion	18778
dalu	18773
terfynol	18754
gyfrwng	18738
Abertawe	18735
dydy	18731
be	18692
darnau	18687
pwyllgor	18670
pedwar	18666
holi	18660
ddeddf	18634
urdd	18612
uwchradd	18594
gweddill	18594
sector	18588
ddibynadwy	18569
ddatrys	18560
pris	18534
gwelwn	18469
duw	18466
ddiwethaf	18442
perthnasol	18435
enghreifftiau	18433
dynnu	18426
gwaed	18418
gormod	18418
gwnaeth	18376
dillad	18369
Ionawr	18366
dynol	18345
ffon	18340
môr	18288
bwriadu	18276
flynyddoedd	18229
bechgyn	18223
amddiffyn	18191
cyswllt	18187
briodol	18171
uchaf	18162
gwir	18147
gysylltiedig	18120
asesiad	18096
diwylliant	18018
peidiwch	18010
cyffredinol	17924
rheolaidd	17917
pellach	17913
gwrdd	17910
fideo	17900
canu	17900
sylfaenol	17893
brynu	17861
cyfarfodydd	17855
positif	17836
gloch	17812
geirfa	17747
law	17721
academaidd	17676
car	17659
amserlen	17657
gadarnhau	17634
Sadwrn	17633
cyfeiriad	17555
gwisgo	17548
cau	17539
allanol	17526
erioed	17507
priodol	17482
dysgwr	17482
ehangu	17464
ar-lein	17420
man	17415
sori	17390
presennol	17374
boblogaeth	17351
rieni	17347
meithrin	17346
penderfyniad	17335
Sul	17318
ddiolchgar	17313
gyfathrebu	17294
sylweddoli	17248
fis	17217
gradd	17208
trefn	17202
heriol	17191
cyfarwyddiadau	17158
fanwl	17157
fyfyrwyr	17147
gafodd	17128
sail	17112
arnynt	17094
arholiad	17084
cysylltiad	17057
cyfweliad	17057
ma	17055
is	17045
hoffech	17044
Cymreig	17043
pennaeth	17024
cymuned	17019
sefyllfaoedd	17010
neuadd	17007
cyfeirio	16980
fuan	16953
ddaear	16942
caniatáu	16936
braf	16926
atoch	16923
delio	16893
cyfrifoldeb	16892
yfed	16883
byddant	16877
dîm	16863
diwydiant	16844
teledu	16841
copi	16823
dref	16817
farw	16805
ganddi	16796
dadansoddi	16785
ystadegau	16747
gwblhau'r	16747
o'ch	16734
ddysgwyr	16704
traethawd	16702
gwahaniaethu	16642
fory	16632
llawr	16605
manwl	16602
hwyr	16593
drws	16557
siaradwyr	16554
prifysgol	16549
gyfleoedd	16544
rheolwr	16539
bodoli	16527
eiriau	16481
Ebrill	16459
baratoi	16437
helo	16415
astudiaeth	16393
ystyr	16387
sŵn	16317
golwg	16265
niferoedd	16248
ysbyty	16235
ddinas	16231
sefydliadau	16218
ynddo	16216
hwy	16200
cymunedol	16191
egluro	16190
gartref	16126
mlwyddyn	16071
nwyddau	16054
rheolaeth	16038
map	16013
dechreuodd	16009
wledydd	15991
ddŵr	15989
costau	15967
cwblhau'r	15963
ymweliad	15953
cyd	15931
coed	15926
undeb	15911
siâp	15908
rywbeth	15901
Aberystwyth	15901
ddatblygiad	15880
fenywod	15822
amryw	15821
ddrwg	15809
dychwelyd	15804
rhesymau	15802
adio	15765
teuluoedd	15725
blaenorol	15725
tudalen	15702
blentyn	15672
gwyddoniaeth	15659
nac	15625
fan	15620
dadlau	15620
serch	15616
dylunio	15615
trin	15593
gorfforol	15589
ddogfen	15586
ymgyrch	15562
gwyrdd	15554
farchnad	15540
wrando	15501
phob	15497
llwybr	15486
allwn	15482
gerddoriaeth	15480
rywun	15477
siapiau	15450
ddoe	15437
unedig	15433
cysylltwch	15414
tebygol	15384
amcan	15382
cyffredin	15373
denu	15360
amrywio	15347
dylid	15335
llwyr	15293
drefn	15244
penderfyniadau	15240
debygol	15218
hyfryd	15210
bocs	15192
nofio	15184
gyrru	15159
go	15124
trafodaeth	15122
straen	15112
adegau	15062
nodau	15051
penwythnos	15040
parc	15036
Ewrop	15033
bydden	15025
ffeindio	15021
arferol	15012
ryw	15000
lladd	14993
gyfraith	14992
cadarnhaol	14987
archwilio	14972
cyllid	14918
taflen	14909
llyfrgell	14886
hwnnw	14859
sain	14852
economi	14852
elusen	14849
brysur	14848
defnyddiwch	14830
gwleidyddol	14790
lun	14781
holiaduron	14779
cymeriad	14779
cyfanswm	14770
awdurdod	14752
ewch	14750
oeddent	14711
Nghaerdydd	14694
arbrofi	14694
poeni	14630
merch	14625
Cymry	14616
elw	14612
saith	14580
adlewyrchu	14562
ynys	14525
gwreiddiol	14523
datblygu'r	14521
cynnar	14517
rhaglenni	14503
gefnogaeth	14480
cardiau	14475
enwau	14457
ferched	14434
gem	14433
profion	14423
cynulliad	14417
busnesau	14405
disgrifio	14390
bosibl	14353
fanylion	14336
wersi	14324
taith	14289
sillafu	14287
tymheredd	14278
eitemau	14278
bwydydd	14253
weddill	14231
tlodi	14221
cymharu	14221
mlwydd	14215
ddefnydd	14211
gobaith	14210
bwysau	14207
caled	14203
blynedd	14201
heno	14200
cydweithio	14196
datganiad	14188
fferm	14185
America	14167
gofio	14165
wal	14142
ganolbwyntio	14123
evans	14103
gychwyn	14095
bapur	14085
ymwelwyr	14069
cyfrif	14060
fyddwch	14049
gwael	14036
reoli	14030
dosbarthiadau	13969
sydyn	13958
theatr	13957
chwe	13950
hysbysebu	13910
wynebu	13900
dewi	13897
cymeriadau	13890
pecyn	13863
salwch	13861
patrwm	13857
deyrnas	13838
difrifol	13826
canolfan	13817
es	13772
roi'r	13768
cadarnhau	13763
llafar	13761
taw	13738
ddigwyddiadau	13714
opsiwn	13680
ysgrifennu'r	13662
ynghylch	13649
amodau	13646
castell	13627
oer	13602
ymladd	13592
swm	13581
bws	13552
Chwefror	13545
cyfrwng	13524
pynciau	13513
cefndir	13502
nodiadau	13481
ddealltwriaeth	13469
Almaen	13465
danfon	13449
bo	13437
thrafod	13412
ap	13351
gyfarfod	13342
swyddogion	13332
ymysg	13305
poblogaidd	13304
Rhys	13292
roeddent	13282
llenyddiaeth	13280
mai'r	13273
gwynt	13269
unol	13266
gynhyrchu	13247
anghofio	13239
dysgu'r	13237
seren	13236
ddaeth	13213
phosib	13204
statws	13203
diweddar	13193
ddylai	13173
chynnal	13164
goch	13148
mwynhau'r	13146
deunyddiau	13143
addysgol	13138
ddiolch	13125
lwyddo	13119
weithredu	13104
radio	13097
gwerthuso	13097
emosiynol	13096
hanesyddol	13088
dywed	13057
arolwg	13028
cariad	13025
incwm	13014
poster	13008
arbrawf	12987
cymunedau	12972
rhagor	12951
pentref	12943
brawddeg	12928
byddent	12921
deulu	12907
ddigwydd	12899
eiddo	12892
arbed	12880
dyddiau	12879
cefn	12876
meysydd	12862
marwolaeth	12860
monitro	12844
cytundeb	12830
trydydd	12788
casgliad	12785
ddal	12767
wythnosau	12757
gost	12750
naill	12747
pwyntiau	12727
set	12722
gwerthfawrogi	12716
defnyddiais	12707
penderfynais	12660
marchnata	12659
ohono	12648
fesur	12612
fwyta	12611
mywyd	12579
ieuenctid	12577
cofnodi	12576
fyddech	12572
themâu	12571
cwsmer	12565
bachgen	12562
straeon	12556
cyrsiau	12550
gig	12534
siwgr	12531
golli	12526
Awst	12510
atgoffa	12510
Tachwedd	12509
achub	12501
gerdded	12499
ardderchog	12496
nghanol	12476
hwnt	12475
ffermwyr	12469
arddull	12443
estyn	12442
heriau	12399
chafodd	12392
a'ch	12382
llys	12379
bositif	12369
ffactor	12361
redeg	12343
Iesu	12324
perfformio	12313
dylai'r	12308
ddata	12294
siopau	12293
gwylio	12293
cofrestru	12291
fathau	12276
gwelwyd	12269
llall	12233
pwysleisio	12216
lewis	12201
atodi	12198
ffurfiol	12197
Mehefin	12190
wael	12188
cyflog	12176
manteision	12166
stopio	12156
anifail	12151
arweiniad	12138
caniatâd	12120
ffitrwydd	12117
gyngor	12103
gynnar	12092
glo	12091
gwario	12079
oedden	12054
canran	12033
ddelio	12031
Owen	12022
alcohol	12022
ysgrifennwch	12014
rhyngwladol	12006
mynegi	11993
sgôr	11985
nofel	11974
cofnodion	11960
droed	11959
archebu	11947
chymorth	11931
ieithoedd	11930
a'n	11925
oedolyn	11923
gystadleuaeth	11920
arholiadau	11915
dudalen	11906
flaenorol	11896
luniau	11891
teg	11874
benderfynu	11855
wnaethon	11853
mudiad	11828
araf	11821
eirfa	11802
anelu	11802
ffocysu	11796
ailadrodd	11794
symudol	11779
drwg	11779
greadigol	11775
lyfrau	11763
proses	11750
fwynhau	11744
stryd	11734
glaw	11714
gyfrannu	11713
broffesiynol	11713
chadw	11710
fynychu	11707
teitl	11705
systemau	11704
lot	11695
garedig	11695
atodiad	11689
bell	11681
cyfleu	11679
pêl-droed	11674
llefydd	11651
gordewdra	11638
drafodaeth	11638
creu'r	11596
gwestiwn	11590
wyn	11571
weithio'n	11571
sgwâr	11564
Llundain	11551
gyfleus	11549
swyddogol	11516
cyflwyno'r	11504
anhygoel	11491
dosbarthu	11487
berthynas	11485
banc	11465
gwnewch	11457
hinsawdd	11455
tybed	11446
greu'r	11435
adroddiadau	11433
cant	11432
cerdyn	11414
dwylo	11400
ansoddeiriau	11399
milwyr	11396
iachus	11380
diogel	11376
gynted	11368
ganddyn	11368
doeddwn	11347
cafwyd	11312
wnaethom	11310
ddyn	11310
ddarn	11301
cadw'r	11297
cysylltiadau	11296
resymau	11287
ddadl	11285
ardd	11276
chweched	11262
cost	11251
dylanwad	11218
dyddiadau	11218
ryfel	11208
gwyllt	11188
melyn	11182
faterion	11182
teimlad	11172
ffonio	11172
llythrennau	11158
gallant	11158
dathlu	11153
defnyddiol	11147
ailgylchu	11147
dibynadwy	11146
ysmygu	11142
drio	11132
ysbrydoli	11124
ymddiheuriadau	11123
lwc	11111
brofiadau	11110
astudiaethau	11100
dymuno	11095
pêl	11089
blynyddol	11084
awyrgylch	11073
yrru	11068
ddyddiol	11058
raddau	11047
Ffrainc	11045
leihau	11041
ymgeiswyr	11035
dechrau'r	11029
eiliad	11024
peidio	11015
gyfarwydd	10997
enwog	10978
weithwyr	10976
apelio	10966
sylwi	10954
gwirio	10947
lleihau'r	10946
ehangach	10944
herio	10920
arni	10909
cwestiynu	10901
darlun	10899
cerdd	10845
costio	10824
dorri	10822
esiampl	10797
adeiladau	10792
lleiaf	10790
llwyddodd	10780
dylanwadu	10773
helaeth	10766
aelodau'r	10764
wasanaethau	10751
ffrwythau	10739
Gwynedd	10736
siopa	10735
cynrychioli	10732
mha	10723
trydan	10722
adolygiad	10717
marcio	10714
reswm	10712
brofi	10691
dipyn	10689
bwnc	10689
ymarferion	10686
diogelu	10685
ymddwyn	10679
fudd	10675
wyliau	10673
bar	10673
treulio	10656
cawn	10643
gorffennaf	10635
dengys	10599
arferion	10592
menter	10591
daclus	10589
frawddeg	10584
gyrfa	10582
taflenni	10572
Pasg	10548
dawel	10542
dymor	10536
model	10533
amgylcheddol	10529
Owain	10517
ofnadwy	10513
ddisgrifio	10504
deunydd	10482
pren	10472
cyson	10457
ddrama	10452
nodyn	10439
dechnoleg	10437
cyflym	10436
aer	10430
patrymau	10418
gynnydd	10403
gwirfoddoli	10399
post	10397
Rhagfyr	10371
ddwyieithog	10364
ddisgybl	10363
ieithyddol	10361
cydnabod	10350
wyth	10346
rhannau	10344
ohonom	10339
enw'r	10327
mynychu'r	10322
ddanfon	10307
modern	10304
gwsmeriaid	10298
parti	10291
gyda'n	10287
cyfieithu	10284
teimladau	10278
cyfrifiadur	10275
amseroedd	10274
deithio	10249
nesa	10248
llenwi	10237
gadewch	10221
rhad	10210
wahân	10204
coginio	10203
hwb	10200
gynllun	10197
marc	10196
gaeaf	10194
gallech	10163
llwyfan	10152
ynni	10150
trafferth	10132
ffoaduriaid	10128
gefn	10124
gyda'ch	10117
niwed	10112
perthyn	10110
gymdeithasol	10093
weithgaredd	10083
bangor	10071
